"","year","Country","WBCode","wbcode2","gdp1","gdp2","lngdp1","lngdp2","gdpmad","lngdpmad","gdpmadlag","lngdpmadlag","gdpmadlag2","lngdpmadlag2","gdpmadlag3","lngdpmadlag3","gdpmadlag4","lngdpmadlag4","pop","lnpop","IMR_5yr","rgdpl","rgdpl2","rgdpch","kc","kg","ki","openk","gdppwt","gdppwtlag","lngdppwtlag","gdppwtlag2","lngdppwtlag2","gdppwtlag3","lngdppwtlag3","gdppwtlag4","lngdppwtlag4","lngdpavglag","lngdpavglag2","lngdpavglag3","lngdpavglag4","lngdppwt","lngdpavg","cont_dem_ind","civwar","civwarend","pwt_pop","pwt_rgdppc1","pwt_rgdppc2","pwt_rgdppc3","pwt_xrate","pwt_rgdincome","pwt_open","pwt_investment","pwt_pop_lag1","pwt_rgdppc1_lag1","pwt_rgdppc2_lag1","pwt_rgdppc3_lag1","pwt_xrate_lag1","pwt_rgdincome_lag1","pwt_open_lag1","pwt_investment_lag1","pwt_pop_lag2","pwt_rgdppc1_lag2","pwt_rgdppc2_lag2","pwt_rgdppc3_lag2","pwt_xrate_lag2","pwt_rgdincome_lag2","pwt_open_lag2","pwt_investment_lag2","pwt_pop_lag3","pwt_rgdppc1_lag3","pwt_rgdppc2_lag3","pwt_rgdppc3_lag3","pwt_xrate_lag3","pwt_rgdincome_lag3","pwt_open_lag3","pwt_investment_lag3","civwar_lag","civwarend_lag","exports","imports","exports_lag1","imports_lag1","exports_lag2","imports_lag2","imfadj","imfpov","wbank","imfadj_lag1","wbank_lag1","imfadj_lag2","wbank_lag2","imfpov_lag1","imfpov_lag2","dem","dem_ind","eximdiff","eximdiff_lag1","eximdiff_lag2","pwt_xrate_lag4","pwt_xrate_lag5"
"1021",1995,"Swaziland","SWZ",150,1317.673,1671.67,7.183622,7.421579,2467,7.81075811652936,2395,7.78113850984502,2329,7.75319426988434,2324,7.7510451179718,2385,7.77695440332244,1005,6.91274282049318,97.6,"3647.691979",3612.587411,3642.187498,62.483539,6.999311275,47.0315173,103.2346699,3647.691979,3494.599298,8.15897399802356,3515.66315,8.16498344932356,3508.395975,8.16291422482996,3517.059412,8.16538052513767,7.97005625393429,7.95908885960395,7.95697967140088,7.97116746423006,8.2018499120482,8.00630401428878,1,0,0,6.91259355661756,8.73603952305325,8.71154212858758,8.73763870646173,1.28923292375882,8.73603952305325,5.10023222066993,2.60343022599135,6.9054025144009,8.68839818774389,8.68194971580032,8.6896983918837,1.26694788517743,8.68839818774389,5.093566140924,2.69665222358072,6.89958196930118,8.65581187199487,8.65451738245379,8.65706643211925,1.18479029071951,8.65581187199487,5.17727904381432,2.80578175005504,6.86936781961648,8.66590108629717,8.64997430282519,8.66624230911892,1.04731934515769,8.66590108629717,5.15306035967258,2.87016910726799,0,0,4.56325869830752,4.55158476553605,4.38636225386655,4.46305905216919,4.31849368310039,4.31541493067574,0,0,0,0,0,0,0,0,0,0,0,0.011673932771469,-0.0766967983026392,0.00307875242465183,1.01523104204783,0.951658261811758
"1022",1996,"Swaziland","SWZ",150,1326.796,1683.244,7.190522,7.428478,2499,7.82364593083495,2467,7.81075811652936,2395,7.78113850984502,2329,7.75319426988434,2324,7.7510451179718,1031,6.93828448401696,100.3,"3646.123493",3649.829188,3625.466462,69.3420519,8.368409496,41.568696,101.6143462,3646.123493,3647.691979,8.2018499120482,3494.599298,8.15897399802356,3515.66315,8.16498344932356,3508.395975,8.16291422482996,8.00630401428878,7.97005625393429,7.95908885960395,7.95697967140088,8.20141982548234,8.01253287815865,1,0,0,6.93794495111546,8.75119755022146,8.72484455628498,8.75303813757807,1.45861525525763,8.75119755022146,5.10860859736455,2.63834286015702,6.91259355661756,8.73603952305325,8.71154212858758,8.73763870646173,1.28923292375882,8.73603952305325,5.10023222066993,2.60343022599135,6.9054025144009,8.68839818774389,8.68194971580032,8.6896983918837,1.26694788517743,8.68839818774389,5.093566140924,2.69665222358072,6.89958196930118,8.65581187199487,8.65451738245379,8.65706643211925,1.18479029071951,8.65581187199487,5.17727904381432,2.80578175005504,0,0,4.61464471321714,4.53983621302445,4.56325869830752,4.55158476553605,4.38636225386655,4.46305905216919,0,0,0,0,0,0,0,0,0,0,0,0.0748085001926881,0.011673932771469,-0.0766967983026392,1.04731934515769,1.01523104204783
"1023",1997,"Swaziland","SWZ",150,1333.439,1691.672,7.195516,7.433472,2536,7.83834331555712,2499,7.82364593083495,2467,7.81075811652936,2395,7.78113850984502,2329,7.75319426988434,1054,6.96034772910131,103.6,"3647.543409",3639.729454,3628.564105,67.788955,7.770214606,41.05771568,111.0588693,3647.543409,3646.123493,8.20141982548234,3647.691979,8.2018499120482,3494.599298,8.15897399802356,3515.66315,8.16498344932356,8.01253287815865,8.00630401428878,7.97005625393429,7.95908885960395,8.20180918135422,8.02007624845567,1,0,0,6.96081251765481,8.73472261311488,8.7394771735667,8.73567308492422,1.52822807392827,8.73472261311488,5.13232181825569,2.66514276968035,6.93794495111546,8.75119755022146,8.72484455628498,8.75303813757807,1.45861525525763,8.75119755022146,5.10860859736455,2.63834286015702,6.91259355661756,8.73603952305325,8.71154212858758,8.73763870646173,1.28923292375882,8.73603952305325,5.10023222066993,2.60343022599135,6.9054025144009,8.68839818774389,8.68194971580032,8.6896983918837,1.26694788517743,8.68839818774389,5.093566140924,2.69665222358072,0,0,4.61922193944352,4.6566211165902,4.61464471321714,4.53983621302445,4.56325869830752,4.55158476553605,0,0,0,0,0,0,0,0,0,0,0,-0.0373991771466828,0.0748085001926881,0.011673932771469,1.18479029071951,1.04731934515769
"1024",1998,"Swaziland","SWZ",150,1333.909,1692.268,7.195869,7.433825,2564,7.84932381804056,2536,7.83834331555712,2499,7.82364593083495,2467,7.81075811652936,2395,7.78113850984502,1076,6.98100574072173,107.4,"3670.917161",3658.789249,3650.550602,69.860316,7.695014951,40.81479881,116.8175075,3670.917161,3647.543409,8.20180918135422,3646.123493,8.20141982548234,3647.691979,8.2018499120482,3494.599298,8.15897399802356,8.02007624845567,8.01253287815865,8.00630401428878,7.97005625393429,8.20819681745633,8.02876031774845,1,0,0,6.98091280052932,8.74323493905927,8.75090787110638,8.7434885706583,1.71018799636605,8.74323493905927,5.19062079666121,2.75110975441962,6.96081251765481,8.73472261311488,8.7394771735667,8.73567308492422,1.52822807392827,8.73472261311488,5.13232181825569,2.66514276968035,6.93794495111546,8.75119755022146,8.72484455628498,8.75303813757807,1.45861525525763,8.75119755022146,5.10860859736455,2.63834286015702,6.91259355661756,8.73603952305325,8.71154212858758,8.73763870646173,1.28923292375882,8.73603952305325,5.10023222066993,2.60343022599135,0,0,4.64347532141259,4.6759260877489,4.61922193944352,4.6566211165902,4.61464471321714,4.53983621302445,0,0,0,0,0,0,0,0,0,0,0,-0.0324507663363143,-0.0373991771466828,0.0748085001926881,1.26694788517743,1.18479029071951
"1025",1999,"Swaziland","SWZ",150,1341.65,1702.089,7.201656,7.439612,2610,7.86710550031674,2564,7.84932381804056,2536,7.83834331555712,2499,7.82364593083495,2467,7.81075811652936,1094,6.99759598298193,111,"3486.166212",3544.770313,3465.006987,76.10945735,9.782161531,29.3335553,112.3209705,3486.166212,3670.917161,8.20819681745633,3647.543409,8.20180918135422,3646.123493,8.20141982548234,3647.691979,8.2018499120482,8.02876031774845,8.02007624845567,8.01253287815865,8.00630401428878,8.15655790480562,8.01183170256118,1,0,0,6.997988959687,8.78587438523846,8.76856339607495,8.78879923432585,1.80992693684961,8.78587438523846,5.08617557952322,2.54866369377683,6.98091280052932,8.74323493905927,8.75090787110638,8.7434885706583,1.71018799636605,8.74323493905927,5.19062079666121,2.75110975441962,6.96081251765481,8.73472261311488,8.7394771735667,8.73567308492422,1.52822807392827,8.73472261311488,5.13232181825569,2.66514276968035,6.93794495111546,8.75119755022146,8.72484455628498,8.75303813757807,1.45861525525763,8.75119755022146,5.10860859736455,2.63834286015702,0,0,4.62116116820074,4.62991141468839,4.64347532141259,4.6759260877489,4.61922193944352,4.6566211165902,0,0,0,0,0,0,0,0,0,0,0,-0.00875024648765166,-0.0324507663363143,-0.0373991771466828,1.28923292375882,1.26694788517743
"1026",2000,"Swaziland","SWZ",150,1335.599,1694.413,7.197135,7.435091,2630,7.87473912517181,2610,7.86710550031674,2564,7.84932381804056,2536,7.83834331555712,2499,7.82364593083495,1110,7.01211529430638,114,"3440.671545",3446.702887,3418.856323,80.83499622,7.148534369,22.30229871,111.1845098,3440.671545,3486.166212,8.15655790480562,3670.917161,8.20819681745633,3647.543409,8.20180918135422,3646.123493,8.20141982548234,8.01183170256118,8.02876031774845,8.02007624845567,8.01253287815865,8.14342194788494,8.00908053652837,1,0,0,7.01189004461525,8.79093099299558,8.77519873985204,8.79289275970017,1.93730191861092,8.79093099299558,5.15813534170059,2.61006986627142,6.997988959687,8.78587438523846,8.76856339607495,8.78879923432585,1.80992693684961,8.78587438523846,5.08617557952322,2.54866369377683,6.98091280052932,8.74323493905927,8.75090787110638,8.7434885706583,1.71018799636605,8.74323493905927,5.19062079666121,2.75110975441962,6.96081251765481,8.73472261311488,8.7394771735667,8.73567308492422,1.52822807392827,8.73472261311488,5.13232181825569,2.66514276968035,0,0,4.60517018598809,4.60517018598809,4.62116116820074,4.62991141468839,4.64347532141259,4.6759260877489,0,0,0,0,0,0,0,0,0,0,0,0,-0.00875024648765166,-0.0324507663363143,1.45861525525763,1.28923292375882
"1027",2001,"Swaziland","SWZ",150,1330.401,1687.818,7.193235,7.431192,2647,7.8811822022271,2630,7.87473912517181,2610,7.86710550031674,2564,7.84932381804056,2536,7.83834331555712,1122,7.02286808608264,116.2,"3245.098502",3261.967898,3222.614944,80.57269081,7.136706076,17.48111637,132.9234324,3245.098502,3440.671545,8.14342194788494,3486.166212,8.15655790480562,3670.917161,8.20819681745633,3647.543409,8.20180918135422,8.00908053652837,8.01183170256118,8.02876031774845,8.02007624845567,8.08490098368519,7.98304159295615,1,0,0,7.02260067154268,8.77487574467952,8.78128672921298,8.77304707867831,2.15292443458365,8.77487574467952,5.28228961055162,2.84374597476333,7.01189004461525,8.79093099299558,8.77519873985204,8.79289275970017,1.93730191861092,8.79093099299558,5.15813534170059,2.61006986627142,6.997988959687,8.78587438523846,8.76856339607495,8.78879923432585,1.80992693684961,8.78587438523846,5.08617557952322,2.54866369377683,6.98091280052932,8.74323493905927,8.75090787110638,8.7434885706583,1.71018799636605,8.74323493905927,5.19062079666121,2.75110975441962,0,0,4.67626573472847,4.74762388831859,4.60517018598809,4.60517018598809,4.62116116820074,4.62991141468839,0,0,0,0,0,0,0,0,0,0,0,-0.0713581535901211,0,-0.00875024648765166,1.52822807392827,1.45861525525763
"1028",2002,"Swaziland","SWZ",150,1350.322,1713.091,7.208098,7.446054,2700,7.90100705199242,2647,7.8811822022271,2630,7.87473912517181,2610,7.86710550031674,2564,7.84932381804056,1130,7.02997291170639,117.4,"2944.853645",2984.256222,2924.215419,80.27697846,7.126893143,6.029168281,162.8476781,2944.853645,3245.098502,8.08490098368519,3440.671545,8.14342194788494,3486.166212,8.15655790480562,3670.917161,8.20819681745633,7.98304159295615,8.00908053652837,8.01183170256118,8.02876031774845,7.98781439875572,7.94441072537407,1,0,0,7.03021182210308,8.82073483354945,8.80113979583648,8.82171320685682,2.35517763798987,8.82073483354945,5.17908328425751,2.60268975951846,7.02260067154268,8.77487574467952,8.78128672921298,8.77304707867831,2.15292443458365,8.77487574467952,5.28228961055162,2.84374597476333,7.01189004461525,8.79093099299558,8.77519873985204,8.79289275970017,1.93730191861092,8.79093099299558,5.15813534170059,2.61006986627142,6.997988959687,8.78587438523846,8.76856339607495,8.78879923432585,1.80992693684961,8.78587438523846,5.08617557952322,2.54866369377683,0,0,4.50888951106038,4.72361889505076,4.67626573472847,4.74762388831859,4.60517018598809,4.60517018598809,0,0,0,0,0,0,0,0,0,0,0,-0.21472938399038,-0.0713581535901211,0,1.71018799636605,1.52822807392827
"1029",2003,"Swaziland","SWZ",150,1358.373,1723.304,7.214043,7.451999,2752,7.92008319905323,2700,7.90100705199242,2647,7.8811822022271,2630,7.87473912517181,2610,7.86710550031674,1136,7.0352685992811,117.6,"3341.773634",3317.001143,3327.022081,68.83774723,5.797513297,28.71068945,174.9219617,3341.773634,2944.853645,7.98781439875572,3245.098502,8.08490098368519,3440.671545,8.14342194788494,3486.166212,8.15655790480562,7.94441072537407,7.98304159295615,8.00908053652837,8.01183170256118,8.11425697316891,8.01717008611107,1,0,0,7.03496925958907,8.85626632861839,8.82032431056997,8.85828900865325,2.02287132246657,8.85626632861839,5.06814920659092,2.48823452293715,7.03021182210308,8.82073483354945,8.80113979583648,8.82171320685682,2.35517763798987,8.82073483354945,5.17908328425751,2.60268975951846,7.02260067154268,8.77487574467952,8.78128672921298,8.77304707867831,2.15292443458365,8.77487574467952,5.28228961055162,2.84374597476333,7.01189004461525,8.79093099299558,8.77519873985204,8.79289275970017,1.93730191861092,8.79093099299558,5.15813534170059,2.61006986627142,0,0,4.97293300556013,5.18837310447532,4.50888951106038,4.72361889505076,4.67626573472847,4.74762388831859,0,0,0,0,0,0,0,0,0,0,0,-0.215440098915193,-0.21472938399038,-0.0713581535901211,1.80992693684961,1.71018799636605
"1030",2004,"Swaziland","SWZ",150,NA,NA,NA,NA,2804,7.93880224815448,2752,7.92008319905323,2700,7.90100705199242,2647,7.8811822022271,2630,7.87473912517181,1138,7.03702761468628,117.1,"3094.137492",3119.770544,3094.960963,85.8885301,6.74290753,6.36207878,191.9663301,3094.137492,3341.773634,8.11425697316891,2944.853645,7.98781439875572,3245.098502,8.08490098368519,3440.671545,8.14342194788494,8.01717008611107,7.94441072537407,7.98304159295615,8.00908053652837,8.03726446841327,7.98803335828388,1,0,0,7.03717698929383,8.8456145351108,8.84424548521939,8.84568077839648,1.86562947259326,8.8456145351108,5.21221467294422,2.73631373118388,7.03496925958907,8.85626632861839,8.82032431056997,8.85828900865325,2.02287132246657,8.85626632861839,5.06814920659092,2.48823452293715,7.03021182210308,8.82073483354945,8.80113979583648,8.82171320685682,2.35517763798987,8.82073483354945,5.17908328425751,2.60268975951846,7.02260067154268,8.77487574467952,8.78128672921298,8.77304707867831,2.15292443458365,8.77487574467952,5.28228961055162,2.84374597476333,0,0,5.2098074679,5.36236325111514,4.97293300556013,5.18837310447532,4.50888951106038,4.72361889505076,0,0,0,0,0,0,0,0,0,0,0,-0.152555783215137,-0.215440098915193,-0.21472938399038,1.93730191861092,1.80992693684961
"1031",2005,"Swaziland","SWZ",150,NA,NA,NA,NA,2865,7.96032362914884,2804,7.93880224815448,2752,7.92008319905323,2700,7.90100705199242,2647,7.8811822022271,1138,7.03702761468628,115.9,"3284.107029",3284.107029,3284.107029,81.62022533,6.308099139,16.16114737,176.7645086,3284.107029,3094.137492,8.03726446841327,3341.773634,8.11425697316891,2944.853645,7.98781439875572,3245.098502,8.08490098368519,7.98803335828388,8.01717008611107,7.94441072537407,7.98304159295615,8.09685006108874,8.02858684511879,1,0,0,7.03722970410666,8.86700463547453,8.86700463547453,8.86700463547453,1.85002853458472,8.86700463547453,5.13119964940582,2.78870816562028,7.03717698929383,8.8456145351108,8.84424548521939,8.84568077839648,1.86562947259326,8.8456145351108,5.21221467294422,2.73631373118388,7.03496925958907,8.85626632861839,8.82032431056997,8.85828900865325,2.02287132246657,8.85626632861839,5.06814920659092,2.48823452293715,7.03021182210308,8.82073483354945,8.80113979583648,8.82171320685682,2.35517763798987,8.82073483354945,5.17908328425751,2.60268975951846,0,0,5.19678733573363,5.26601098478482,5.2098074679,5.36236325111514,4.97293300556013,5.18837310447532,NA,0,NA,0,0,0,0,0,0,0,0,-0.0692236490511879,-0.152555783215137,-0.215440098915193,2.15292443458365,1.93730191861092
"1032",2006,"Swaziland","SWZ",150,NA,NA,NA,NA,2953,7.99057688174392,2865,7.96032362914884,2804,7.93880224815448,2752,7.92008319905323,2700,7.90100705199242,1136,7.0352685992811,109.1,"3223.958236",3246.285384,3223.958236,96.04666747,6.650464053,1.751632111,171.8110923,3223.958236,3284.107029,8.09685006108874,3094.137492,8.03726446841327,3341.773634,8.11425697316891,2944.853645,7.98781439875572,8.02858684511879,7.98803335828388,8.01717008611107,7.94441072537407,8.07836514944832,8.03447101559612,1,0,0,7.03555905093396,8.89832189028941,8.88834838875736,8.89832189028941,1.91250123463466,8.89832189028941,4.99056863874774,2.71800059796198,7.03722970410666,8.86700463547453,8.86700463547453,8.86700463547453,1.85002853458472,8.86700463547453,5.13119964940582,2.78870816562028,7.03717698929383,8.8456145351108,8.84424548521939,8.84568077839648,1.86562947259326,8.8456145351108,5.21221467294422,2.73631373118388,7.03496925958907,8.85626632861839,8.82032431056997,8.85828900865325,2.02287132246657,8.85626632861839,5.06814920659092,2.48823452293715,0,0,5.20725863560093,5.2772470580515,5.19678733573363,5.26601098478482,5.2098074679,5.36236325111514,NA,0,NA,NA,NA,0,0,0,0,0,0,-0.069988422450562,-0.0692236490511879,-0.152555783215137,2.35517763798987,2.15292443458365
"1033",2007,"Swaziland","SWZ",150,NA,NA,NA,NA,3065,8.02780284837031,2953,7.99057688174392,2865,7.96032362914884,2804,7.93880224815448,2752,7.92008319905323,1133,7.03262426102801,96.5,"3298.429233",3309.394085,3301.462834,89.46946618,6.400804436,8.035802939,178.3588789,3298.429233,3223.958236,8.07836514944832,3284.107029,8.09685006108874,3094.137492,8.03726446841327,3341.773634,8.11425697316891,8.03447101559612,8.02858684511879,7.98803335828388,8.01717008611107,8.10120164413537,8.06450224625284,1,0,0,7.0326860428794,8.8952624365796,8.90594202467485,8.89547619084519,1.95302775866814,8.8952624365796,5.09632358007576,2.88981610354888,7.03555905093396,8.89832189028941,8.88834838875736,8.89832189028941,1.91250123463466,8.89832189028941,4.99056863874774,2.71800059796198,7.03722970410666,8.86700463547453,8.86700463547453,8.86700463547453,1.85002853458472,8.86700463547453,5.13119964940582,2.78870816562028,7.03717698929383,8.8456145351108,8.84424548521939,8.84568077839648,1.86562947259326,8.8456145351108,5.21221467294422,2.73631373118388,0,0,5.16741272705398,5.32630321504087,5.20725863560093,5.2772470580515,5.19678733573363,5.26601098478482,NA,0,NA,NA,NA,NA,NA,0,0,0,0,-0.158890487986892,-0.069988422450562,-0.0692236490511879,2.02287132246657,2.35517763798987
"1034",2008,"Swaziland","SWZ",150,NA,NA,NA,NA,3150,8.05515773181968,3065,8.02780284837031,2953,7.99057688174392,2865,7.96032362914884,2804,7.93880224815448,1129,7.02908756414966,85.8,"3439.216251",3434.431667,3441.233875,94.70891701,5.869815374,6.60942235,150.0055643,3439.216251,3298.429233,8.10120164413537,3223.958236,8.07836514944832,3284.107029,8.09685006108874,3094.137492,8.03726446841327,8.06450224625284,8.03447101559612,8.02858684511879,7.98803335828388,8.1429988903977,8.09907831110869,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.0326860428794,8.8952624365796,8.90594202467485,8.89547619084519,1.95302775866814,8.8952624365796,5.09632358007576,2.88981610354888,7.03555905093396,8.89832189028941,8.88834838875736,8.89832189028941,1.91250123463466,8.89832189028941,4.99056863874774,2.71800059796198,7.03722970410666,8.86700463547453,8.86700463547453,8.86700463547453,1.85002853458472,8.86700463547453,5.13119964940582,2.78870816562028,0,0,5.02493707880742,5.22565968926135,5.16741272705398,5.32630321504087,5.20725863560093,5.2772470580515,NA,0,NA,NA,NA,NA,NA,0,0,0,0,-0.200722610453928,-0.158890487986892,-0.069988422450562,1.86562947259326,2.02287132246657
"1035",2009,"Swaziland","SWZ",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337,7.19818357710194,81.8,"3662.330924",3623.595819,3667.250476,87.32417904,5.55397059,20.55997435,166.3024026,3662.330924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20585508816417,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0326860428794,8.8952624365796,8.90594202467485,8.89547619084519,1.95302775866814,8.8952624365796,5.09632358007576,2.88981610354888,7.03555905093396,8.89832189028941,8.88834838875736,8.89832189028941,1.91250123463466,8.89832189028941,4.99056863874774,2.71800059796198,0,0,5.13154681386515,5.20184904056761,5.02493707880742,5.22565968926135,5.16741272705398,5.32630321504087,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.0703022267024558,-0.200722610453928,-0.158890487986892,1.85002853458472,1.86562947259326
"1036",1965,"Chad","TCD",153,237.9323,137320.6,5.471986,11.83007,533,6.27852142416584,NA,NA,NA,NA,NA,NA,NA,NA,3345,8.11522197256233,NA,"821.6721582",801.0848148,802.0984809,47.04159557,47.75040017,3.865751446,42.82057425,821.6721582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71134148119406,6.49493145267995,1,0,0,8.11507846480669,7.42002785600617,7.28846994017756,7.4478678239557,5.50150308260193,7.33905706109034,3.76189757009011,0.871293784353374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45085283727235,9.80781220612159,9.79413630677482,9.80857559348639,1.90210767565064,9.41703172511461,5.46810233855704,2.99272781468414,0,0,NA,NA,5.31717958818718,5.44744668850284,5.40183184943839,5.76111582446087,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.130267100315661,-0.359283975022482,NA,NA
"1037",1966,"Chad","TCD",153,229.8139,132635.1,5.43727,11.79536,512,6.23832462503951,533,6.27852142416584,NA,NA,NA,NA,NA,NA,3419,8.1371033896393,NA,"807.1912816",771.6402738,790.5994568,43.22620559,50.20308915,4.473124395,44.08796495,807.1912816,821.6721582,6.71134148119406,NA,NA,NA,NA,NA,NA,6.49493145267995,NA,NA,NA,6.69356066818821,6.46594264661386,1,1,0,8.13721160285394,7.40407215870422,7.25108253829822,7.42713223625278,5.5040298802029,7.31973247136786,3.7891771980435,1.01523104204783,8.11507846480669,7.42002785600617,7.28846994017756,7.4478678239557,5.50150308260193,7.33905706109034,3.76189757009011,0.871293784353374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5.31717958818718,5.44744668850284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-0.130267100315661,NA,NA
