"","index","Cuzco","angertreat","anxietytreat","calmtreat","outvote1","outvote2","age","triste","feliz","enojado","asqueado","preocupado","con.miedo","con.placer","orgulloso","desesperado","risk","socioeconentusiasmo","socioeconenojo","socioeconpreocupacion","socioecontranquilidad","socioeconmiedo","socioeconns","corruptentusiasmo","corruptenojo","corruptpreocupacion","corrupttranquilidad","corruptmiedo","corruptns","pocketeconentusiasmo","pocketeconenojo","pocketeconpreocupacion","pocketecontranquilidad","pocketeconmiedo","pocketeconns","crimeentusiasmo","crimeenojo","crimepreocupacion","crimetranquilidad","crimemiedo","crimens","repentusiasmo","repenojo","reppreocupacion","reptranquilidad","repmiedo","repns","corruptfreq","corruptresp","crimefreq","crimeresp","unempfreq","unempresp","povertyfreq","povertyresp","edqual","edresp","govtcapac","govtcapacresp","participrepresent","leftright","diazleftright","hurtadoleftright","partyid","intefficacy","extefficacy","tvnews","newspaper","radionews","edlevel","classid","treatment","outsidervote","simpletreat"
"319",346,0,NA,NA,1,NA,1,27,0,0,0,0,1,0,0,0,0,91,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,3,3,3,3,3,3,6,3,2,1,2,3,1,4,5,4,4,2,1,2,8,2,"calm",0,0
"320",70,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,5,3,4,1,3,3,3,3,4,3,2,2,2,6,4,3,9,1,3,2,2,2,7,2,"calm",0,0
"321",84,1,NA,NA,1,NA,1,25,0,0,0,0,1,0,0,0,1,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,4,2,3,2,2,2,3,3,2,3,1,6,1,3,9,6,1,2,3,2,7,2,"calm",0,0
"322",117,0,NA,NA,1,NA,1,29,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,5,3,4,1,3,3,3,3,4,3,2,2,2,6,4,3,9,1,3,2,2,2,7,2,"calm",0,0
"323",312,1,NA,NA,1,NA,1,22,1,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3,2,3,2,3,3,4,1,3,3,2,3,7,7,9,4,3,4,4,2,6,1,"calm",0,0
"324",325,0,NA,NA,1,NA,1,24,1,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,2,2,1,2,4,3,3,4,3,3,2,1,2,7,7,8,1,2,1,1,1,7,4,"calm",0,0
"325",368,0,NA,NA,1,NA,1,38,0,0,1,0,0,0,0,0,0,44,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,2,3,2,3,6,3,1,1,1,3,3,5,9,1,2,1,1,1,7,2,"calm",0,0
"326",205,0,NA,NA,1,1,NA,30,0,1,0,0,0,0,0,0,0,50,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,2,2,4,2,3,3,3,3,4,1,3,2,2,6,7,7,9,1,1,1,4,4,7,1,"calm",0,0
"327",382,0,NA,NA,1,NA,1,23,0,0,0,0,1,1,1,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,4,3,3,2,3,3,4,3,4,2,1,3,3,3,9,2,2,2,3,3,7,2,"calm",0,0
"328",437,0,NA,NA,1,NA,1,23,0,0,0,0,1,1,1,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,4,3,3,2,3,3,4,3,4,2,1,3,3,3,9,2,2,2,3,3,7,2,"calm",0,0
"329",210,0,NA,NA,1,1,NA,23,1,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,1,2,1,3,4,3,1,3,1,1,6,7,7,9,4,3,1,4,4,8,2,"calm",0,0
"330",433,0,NA,NA,1,1,NA,23,1,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,1,2,1,3,4,3,1,3,1,1,6,7,7,9,4,3,1,4,4,6,2,"calm",0,0
"331",171,0,NA,NA,1,NA,1,22,0,1,0,0,0,0,0,0,0,60,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,2,3,3,1,3,3,4,3,3,1,1,6,4,3,5,2,1,2,1,2,7,3,"calm",0,0
"332",189,0,NA,NA,1,NA,1,25,0,1,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,4,2,3,3,3,3,3,1,3,4,1,5,4,5,5,6,4,1,2,2,6,1,"calm",0,0
"333",218,0,NA,NA,1,1,NA,24,0,0,0,0,1,0,0,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,3,3,2,3,3,3,3,3,4,3,3,3,2,3,3,5,5,2,2,1,1,1,8,2,"calm",0,0
"334",291,0,NA,NA,1,NA,1,24,0,1,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,3,2,2,3,3,4,3,3,2,1,4,1,6,4,2,2,4,1,4,7,2,"calm",0,0
"335",154,1,NA,NA,1,1,NA,30,0,1,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,3,3,3,3,3,4,3,3,3,2,6,6,6,9,6,1,1,2,2,5,2,"calm",0,0
"336",450,1,NA,NA,1,1,NA,30,0,1,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,3,3,3,3,3,4,3,3,3,2,6,6,6,9,6,1,1,2,2,5,2,"calm",0,0
"337",96,1,NA,NA,1,NA,1,45,0,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,2,1,2,3,3,3,3,1,3,2,2,3,2,3,9,3,5,1,2,1,8,2,"calm",0,0
"338",98,1,NA,NA,1,NA,1,44,0,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,4,3,4,3,3,3,4,3,2,2,2,3,2,2,9,2,4,1,2,1,7,2,"calm",0,0
"339",120,0,NA,NA,1,1,NA,22,0,1,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,3,3,3,3,3,3,3,4,3,3,1,1,4,3,2,7,2,3,2,2,2,7,2,"calm",0,0
"340",241,0,NA,NA,1,1,NA,23,0,1,0,0,0,0,0,0,0,70,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,4,3,4,1,4,1,6,3,2,2,2,6,6,6,1,5,1,3,4,4,7,3,"calm",0,0
"341",374,0,NA,NA,1,1,NA,23,0,1,0,0,0,0,0,0,0,70,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,4,3,4,1,4,1,6,3,2,2,2,6,6,6,1,5,1,3,4,4,7,3,"calm",0,0
"342",390,1,NA,NA,1,NA,1,44,0,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,4,3,4,3,3,3,4,3,2,2,2,3,2,2,9,2,4,1,2,1,7,2,"calm",0,0
"343",410,1,NA,NA,1,NA,1,45,0,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,2,1,2,3,3,3,3,1,3,2,2,3,2,3,9,3,5,1,2,1,8,2,"calm",0,0
"344",316,1,NA,NA,1,NA,1,23,0,0,0,0,0,0,0,0,1,71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,3,3,3,3,3,3,3,3,2,2,1,5,1,2,1,1,1,1,1,3,2,"calm",0,0
"345",80,0,NA,NA,1,1,NA,23,0,0,0,0,0,1,0,0,0,73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,4,2,3,3,3,4,3,3,3,1,2,2,2,7,1,2,1,1,2,7,3,"calm",0,0
"346",123,0,NA,NA,1,1,NA,23,0,0,0,0,0,1,0,0,0,73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,4,2,3,3,3,4,3,3,3,1,2,2,2,7,1,2,1,1,2,5,3,"calm",0,0
"347",145,1,NA,NA,1,1,NA,27,0,1,0,0,1,0,0,0,0,74,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,3,3,3,4,3,3,2,2,6,6,6,9,6,4,2,2,2,7,2,"calm",0,0
"348",95,0,NA,NA,1,1,NA,25,1,0,0,1,1,1,0,0,0,75,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,4,1,3,2,3,3,6,3,3,3,1,3,7,7,9,1,2,2,3,4,7,2,"calm",0,0
"349",317,0,NA,NA,1,NA,1,25,0,0,0,0,1,0,0,0,0,78,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3,2,2,1,2,3,3,3,4,3,3,1,1,6,4,2,9,2,2,4,4,3,7,2,"calm",0,0
"350",217,1,NA,NA,1,NA,1,62,0,1,0,0,0,0,0,0,0,80,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3,3,2,3,3,3,3,-99,3,5,3,2,7,-99,2,3,1,4,3,3,3,2,2,"calm",0,0
"351",427,0,NA,NA,1,1,NA,60,0,1,0,0,0,0,0,0,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,3,3,3,2,3,2,3,3,4,3,1,3,3,3,1,2,2,1,2,1,6,2,"calm",0,0
"352",448,1,NA,NA,1,1,NA,25,0,1,0,0,0,0,0,0,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,3,3,3,4,3,4,3,3,2,1,3,3,2,9,4,3,1,3,1,7,2,"calm",0,0
"353",3,1,NA,NA,1,NA,1,38,0,1,0,0,1,0,0,0,0,81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,5,-99,3,3,3,3,4,3,2,3,1,2,1,5,6,2,1,2,3,1,7,4,"calm",0,0
"354",140,0,NA,NA,1,NA,1,25,0,0,1,0,0,1,0,0,0,81,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,3,2,3,3,3,3,6,3,2,3,2,6,2,4,9,2,3,1,1,2,8,2,"calm",0,0
"355",186,1,NA,NA,1,NA,1,26,0,1,0,0,0,0,0,0,0,81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,2,3,3,3,3,3,1,1,1,2,7,6,6,3,2,1,1,2,2,5,2,"calm",0,0
"356",149,1,NA,NA,1,NA,1,43,0,0,0,0,1,0,0,0,0,82,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,1,1,3,1,1,1,7,2,"calm",0,0
"357",397,1,NA,NA,1,NA,1,43,0,0,0,0,1,0,0,0,0,82,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,1,1,3,1,1,1,7,2,"calm",0,0
"358",53,1,NA,NA,1,NA,1,29,0,0,0,0,1,0,0,0,0,83,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,4,3,2,2,2,2,3,3,3,2,1,5,5,4,7,4,2,3,1,2,5,2,"calm",0,0
"359",222,1,NA,NA,1,NA,1,31,0,0,0,0,1,0,0,0,0,83,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,4,3,2,2,2,2,3,3,3,2,1,5,5,4,7,4,2,3,1,2,7,2,"calm",0,0
"360",78,0,NA,NA,1,1,NA,30,0,1,0,0,0,0,0,0,0,86,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,4,3,3,3,2,3,4,1,3,1,1,6,6,6,7,4,2,1,-99,3,8,2,"calm",0,0
"361",34,0,NA,NA,1,1,NA,25,1,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,3,2,2,3,3,6,3,3,3,3,4,4,4,8,1,2,1,2,1,8,3,"calm",0,0
"362",109,0,NA,NA,1,1,NA,25,1,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,3,2,2,3,3,6,3,3,3,3,4,4,4,8,1,2,1,2,1,8,3,"calm",0,0
"363",320,1,NA,NA,1,1,NA,25,0,0,0,0,1,0,0,0,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-99,-99,-99,-99,-99,-99,2,1,3,2,3,3,3,3,6,2,2,2,1,4,2,4,9,2,1,2,3,1,7,1,"calm",0,0
"364",252,0,NA,NA,1,NA,1,54,0,0,0,0,0,0,0,0,1,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,3,4,3,6,3,2,2,2,3,6,7,7,6,4,1,1,1,7,1,"calm",0,0
"365",17,0,NA,NA,1,1,NA,31,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,3,3,2,3,3,4,3,4,3,1,5,4,4,1,1,1,4,4,4,6,2,"calm",0,0
"366",39,0,NA,NA,1,1,NA,48,0,1,0,0,0,1,0,0,0,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,2,3,3,3,3,3,3,4,3,2,2,1,4,3,2,7,2,4,1,2,4,8,3,"calm",0,0
"367",118,0,NA,NA,1,1,NA,24,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,4,4,2,2,2,3,3,6,3,2,2,1,4,2,7,9,2,3,2,1,4,7,3,"calm",0,0
"368",132,0,NA,NA,1,1,NA,67,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,4,3,1,3,4,3,4,1,2,1,2,6,3,4,9,3,3,2,2,3,7,4,"calm",0,0
"369",161,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,4,3,2,2,3,3,4,3,3,2,2,6,6,6,9,1,1,1,1,1,7,2,"calm",0,0
"370",162,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,4,3,2,2,3,3,4,3,3,2,2,6,6,6,9,1,1,1,1,1,7,2,"calm",0,0
"371",216,0,NA,NA,1,1,NA,24,0,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,3,3,1,3,3,3,3,6,3,3,1,1,2,3,3,9,1,2,2,2,4,8,3,"calm",0,0
"372",249,0,NA,NA,1,NA,1,25,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,2,7,1,3,7,1,3,1,1,2,7,2,"calm",0,0
"373",299,0,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,3,3,2,3,3,4,3,4,3,1,5,4,4,1,1,1,4,4,4,6,2,"calm",0,0
"374",330,0,NA,NA,1,1,NA,23,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,4,3,1,3,4,3,4,1,2,1,2,6,3,4,9,3,3,2,2,3,7,4,"calm",0,0
"375",354,0,NA,NA,1,NA,1,25,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,2,7,1,3,7,1,3,1,1,2,7,2,"calm",0,0
"376",424,0,NA,NA,1,1,NA,23,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,4,3,2,2,3,3,6,3,4,2,1,3,3,3,9,2,3,5,2,4,8,3,"calm",0,0
"377",227,0,NA,NA,1,NA,2,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,3,2,2,3,3,3,3,3,3,5,1,1,6,5,5,7,4,4,2,2,1,3,1,"calm",1,0
"378",336,1,NA,NA,1,NA,2,25,0,1,0,0,1,0,0,0,0,9,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,3,3,3,3,4,2,2,6,1,3,4,6,3,2,2,1,6,2,"calm",1,0
"379",333,0,NA,NA,1,2,NA,23,0,0,0,1,1,0,0,0,0,10,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,3,1,3,4,3,3,4,2,3,3,1,3,2,4,9,1,4,2,2,4,8,2,"calm",1,0
"380",407,0,NA,NA,1,NA,2,23,0,1,0,0,1,1,0,0,0,15,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,4,1,2,3,3,3,4,3,3,2,1,3,4,3,7,4,3,1,1,2,7,3,"calm",1,0
"381",418,0,NA,NA,1,NA,2,23,0,1,0,0,1,1,0,0,0,15,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,4,1,2,3,3,3,4,3,3,2,1,3,4,3,7,4,3,1,1,2,7,3,"calm",1,0
"382",82,0,NA,NA,1,2,NA,30,0,0,0,0,1,0,0,0,0,19,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,2,3,3,3,4,3,3,2,2,2,5,2,9,1,2,1,1,1,8,2,"calm",1,0
"383",164,1,NA,NA,1,2,NA,51,0,1,0,0,1,0,1,0,0,19,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,2,3,3,3,3,3,3,2,2,2,6,7,7,9,2,4,1,2,1,7,1,"calm",1,0
"384",349,0,NA,NA,1,NA,2,24,0,0,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,3,3,2,3,3,6,3,2,2,1,3,3,6,9,1,2,1,1,1,8,2,"calm",1,0
"385",62,0,NA,NA,1,2,NA,26,0,0,0,0,1,0,0,0,0,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,3,3,3,3,2,2,3,1,4,2,2,6,6,6,4,4,3,2,2,2,7,2,"calm",1,0
"386",198,0,NA,NA,1,2,NA,25,0,1,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,1,3,2,3,3,3,3,3,2,1,7,7,7,9,1,2,1,3,1,8,2,"calm",1,0
"387",296,0,NA,NA,1,2,NA,25,0,1,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,1,3,2,3,3,3,3,3,2,1,7,7,7,9,1,2,1,3,1,8,2,"calm",1,0
"388",329,0,NA,NA,1,NA,2,21,0,1,1,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,3,2,3,3,3,3,4,1,2,4,6,6,9,4,1,3,2,4,7,2,"calm",1,0
"389",412,0,NA,NA,1,NA,2,21,0,1,1,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,3,2,3,3,3,3,4,1,2,4,6,6,9,4,1,3,2,4,7,2,"calm",1,0
"390",173,0,NA,NA,1,2,NA,26,1,0,1,1,1,1,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,3,3,3,4,3,6,3,1,2,2,6,7,7,8,1,1,1,2,2,6,1,"calm",1,0
"391",182,0,NA,NA,1,2,NA,22,0,1,1,1,0,0,0,0,0,30,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,3,3,3,2,3,3,6,2,3,2,1,4,1,3,7,2,2,3,3,4,5,3,"calm",1,0
"392",269,0,NA,NA,1,2,NA,31,0,1,0,0,1,1,0,0,0,30,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,2,2,4,1,3,-99,2,3,3,2,3,1,2,6,7,7,5,2,2,1,4,3,8,2,"calm",1,0
"393",289,0,NA,NA,1,2,NA,26,1,0,1,1,1,1,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,3,3,3,4,3,6,3,1,2,2,6,7,7,8,1,1,1,2,2,6,1,"calm",1,0
"394",295,0,NA,NA,1,2,NA,22,0,1,1,1,0,0,0,0,0,30,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,3,3,3,2,3,3,6,2,3,2,1,4,1,3,7,2,2,3,3,4,5,3,"calm",1,0
"395",179,0,NA,NA,1,NA,2,37,1,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,3,3,5,4,2,2,3,3,2,3,2,5,4,5,6,3,3,2,3,4,7,2,"calm",1,0
"396",277,0,NA,NA,1,NA,2,23,1,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,3,3,5,4,2,2,3,3,2,3,2,5,4,5,6,3,3,2,3,4,7,2,"calm",1,0
"397",318,0,NA,NA,1,NA,2,24,0,0,0,0,0,0,0,1,0,35,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,6,3,4,1,1,6,7,7,7,4,2,2,2,4,7,3,"calm",1,0
"398",68,1,NA,NA,1,2,NA,34,0,0,0,0,1,0,0,0,0,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-99,-99,-99,-99,-99,-99,2,2,3,3,4,3,4,3,3,3,2,3,1,4,4,4,5,2,4,1,3,1,8,1,"calm",1,0
"399",45,0,NA,NA,1,2,NA,26,0,1,0,0,0,0,1,0,0,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,3,1,3,2,3,3,6,3,2,4,1,4,3,3,9,1,3,3,2,4,8,3,"calm",1,0
"400",340,0,NA,NA,1,NA,2,29,0,0,0,0,1,0,0,0,0,39,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,4,3,3,3,3,3,6,3,3,2,1,1,4,3,8,1,2,2,3,1,8,2,"calm",1,0
"401",139,1,NA,NA,1,NA,2,22,0,1,0,0,1,0,0,0,0,40,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,3,3,4,3,4,3,3,3,2,3,3,3,2,6,7,1,9,3,4,1,1,1,7,2,"calm",1,0
"402",148,1,NA,NA,1,NA,2,23,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-99,-99,3,1,3,2,1,3,2,1,2,3,2,2,-99,-99,2,1,2,-99,2,2,2,2,"calm",1,0
"403",335,1,NA,NA,1,2,NA,38,1,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,3,4,1,3,2,3,3,6,3,1,2,2,7,7,7,4,5,4,1,3,1,3,1,"calm",1,0
